#,id,address,microdistrict_id,house,building_body,phone,email,photo,photo_url,linestring,marker,multipolygon,description,created_at,updated_at,is_deleted,is_disabled,category_id,district_id,street_id,sub_category_id,work_hours,name_kz,name_ru,form_of_ownership_category_id,form_of_ownership_sub_category_id,latitude,longitude
151,641656,"ул.Пушкина, 26",,,,,,,,,0101000020E6100000963882DCF83C53409FAA8A8B38A24540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,6,,21,,Зеленая зона по ул.Пушкина ниже ул.Макатаева (восточная сторона),Зеленая зона по ул.Пушкина ниже ул.Макатаева (восточная сторона),,,43.26735061903786,76.9526892921152
152,641680,"пр.Абая, 48 А",,,,,,,,,0101000020E61000005364576FD03A5340BB12AF9C979E4540,,,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,4,,21,,Fantasy World  Almaty,Fantasy World  Almaty,,,43.23900183247084,76.91897185835232
153,641707,"пр.Абылай хана, 2",,,,,,,,,0101000020E610000020319385213C53407CC49BAAEDA24540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,5,,21,,сквер Вокзал-2,сквер Вокзал-2,,,43.27287800412975,76.9395460069104
154,641684,"пр.Абая, 48 А",,,,,,,,,0101000020E610000038BEA22BF93A5340D2C0EBCED69D4540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,4,,21,,Набережная р. Есентай,Набережная р. Есентай,,,43.23311792861354,76.92145815747142
155,641594,"пр.Райымбека, 184 Г",,,,,,,,,0101000020E610000024E38828983B5340FBAE088070A24540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,2,,21,,Зеленая зона по пр. Райымбека,Зеленая зона по пр. Райымбека,,,43.26905823158264,76.93116200797937
156,641577,"пр.Абылай хана, 74/60",,,,,,,,,0101000020E6100000917D80C8513C5340372BC8933CA14540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,2,,21,,зеленая зона по ул. Гоголя ,зеленая зона по ул. Гоголя ,,,43.25966117166393,76.94249165103817
157,641558,"ул.Тынышбаева Мухамеджана, 34",,,,,,,,,0101000020E61000001DD313342C3C53401ACABCAD86AB4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,8,,21,,Парк  Детский ,Парк  Детский ,,,43.340047566587785,76.94019796310427
158,641571,"бульв.Бухар Жирау, 42",,,,,,,,,0101000020E61000001C019AC1E43A53405FB4889EDB9D4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,4,,21,,Бульвар по ул. Бухар Жырау,Бульвар по ул. Бухар Жырау,,,43.23326474833515,76.92021217383848
159,641665,"пр.Н.Назарбаев, 124/2",,,,,,,,,0101000020E610000061005562A13C53409030BA1F33A04540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,6,,21,,сквер. по восточной стороне ул. Фурманова ,сквер. по восточной стороне ул. Фурманова ,,,43.251560178673685,76.9473501043408
160,641603,"ул.Шевченко, 196 А",,,,,,,,,0101000020E61000006D0734C024395340ABC5D6D42A9F4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,2,,21,,сквер по ул. Жамбыла ,сквер по ул. Жамбыла ,,,43.243494610661706,76.89286809044798
161,641646,"ул.Керей-Жанибек хандар, 408",,,,,,,,,0101000020E61000005E611B0A10405340FA99393342984540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,6,,21,,сквер. Бутаковка вдоль ул. Бейсеуова,сквер. Бутаковка вдоль ул. Бейсеуова,,,43.18952026665279,77.00097897218572
162,641607,"ул.Чайковского, 37",,,,,,,,,0101000020E6100000C32DBE4D053C5340B21A99D1ABA14540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,2,,21,,сквер им.  М. Макатаева ,сквер им.  М. Макатаева ,,,43.26305599189563,76.93782371112961
163,641519,"мкр.6, 14",15,,,,,,,,0101000020E610000042E5A3EBB0365340BF49EE760E9C4540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,3,,21,,сквер в 6 мкр.,сквер в 6 мкр.,,,43.21919142375145,76.8545483685057
164,641523,"ул.Ауэзовой, 13",98,,,,,,,,0101000020E61000000252B52C123A53400766314CB2A94540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,1,,21,,пешеходная зона,пешеходная зона,,,43.325753711815246,76.90735929209771
165,641636,"ул.Бейсеуова, 30/3",129,,,,,,,,0101000020E6100000493518D4B041534096423E404B984540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,6,,21,,Набережная реки Бекенбай,Набережная реки Бекенбай,,,43.189796476746025,77.02641775478436
166,641610,"ул.Кожамкулова, 189",,,,,,,,,0101000020E61000005F4E4CBAAC3A5340A904D6F671A04540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,2,,21,,сквер на Кожамкулова ,сквер на Кожамкулова ,,,43.25347791147335,76.91679246379634
167,641580,"ул.Богенбай батыра, 180",,,,,,,,,0101000020E6100000ED01ACFA333B5340FF52DC4B38A04540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,2,,21,,бульвар Богенбай батыра ,бульвар Богенбай батыра ,,,43.25171802766817,76.92504755780801
168,641617,"ул.Жандосова, 47",,,,,,,,,0101000020E61000005A8D10B925385340367451E9F99B4540,,Требуется капитальный ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,3,,21,,сквер по ул. Жандосова (север),сквер по ул. Жандосова (север),,,43.21856419064754,76.87730242363378
